"","res_name"
"1835","CL"
"1836","nan"
"1837","CA"
"1838","CA"
"1839","nan"
"1840","CA"
"1841","IMD"
"1842","CL"
"1843","IMD"
"1844","CL"
"1845","ZN"
"1846","nan"
"1847","CA"
"1848","IMD"
"1849","ZN"
"1850","CL"
"1851","CL"
"1852","CA"
"1853","CL"
"1854","CA"
"1855","ZN"
"1856","CA"
"1857","MN"
"1858","CL"
"1859","CL"
"1860","ZN"
"1861","CL"
"1862","K"
"1863","CL"
"1864","CL"
"1865","ZN"
"1866","CA"
"1867","CL"
"1868","CL"
"1869","CA"
"1870","CA"
"1871","CA"
"1872","CA"
"1873","CA"
"1874","MG"
"1875","CA"
"1876","nan"
"1877","CL"
"1878","CL"
"1879","MG"
"1880","nan"
"1881","CL"
"1882","CL"
"1883","MG"
"1884","CA"
"1885","MG"
"1886","MG"
"1887","CL"
"1888","MG"
"1889","CL"
"1890","ZN"
"1891","CL"
"1892","nan"
"1893","CL"
"1894","CA"
"1895","MG"
"1896","nan"
"1897","CL"
"1898","nan"
"1899","CL"
"1900","CA"
"1901","MG"
"1902","CA"
"1903","CA"
"1904","MG"
"1905","CL"
"1906","CL"
"1907","nan"
"1908","nan"
"1909","nan"
"1910","CA"
"1911","CL"
"1912","CL"
"1913","nan"
"1914","CL"
"1915","MG"
"1916","BR"
"1917","K"
"1918","CA"
"1919","CL"
"1920","nan"
"1921","CL"
"1922","SF4"
"1923","CL"
"1924","CL"
"1925","CL"
"1926","MN"
"1927","CL"
"1928","CL"
"1929","ZN"
"1930","MG"
"1931","CA"
"1932","MG"
"1933","CL"
"1934","CA"
"1935","CA"
"1936","CA"
"1937","CL"
"1938","ZN"
"1939","CA"
"1940","CL"
"1941","ZN"
"1942","MG"
"1943","CL"
"1944","CL"
"1945","CL"
"1946","CL"
"1947","ZN"
"1948","CL"
"1949","CA"
"1950","CA"
"1951","ZN"
"1952","CA"
"1953","CL"
"1954","CL"
"1955","ZN"
"1956","CA"
"1957","CL"
"1958","CL"
"1959","CA"
"1960","ZN"
"1961","CL"
"1962","CL"
"1963","CL"
"1964","CA"
"1965","CA"
"1966","CL"
"1967","CL"
"1968","CA"
"1969","CL"
"1970","MG"
"1971","CA"
"1972","CA"
"1973","CL"
"1974","CA"
"1975","CA"
"1976","CL"
"1977","ZN"
"1978","ZN"
"1979","nan"
"1980","CL"
"1981","nan"
"1982","CL"
"1983","CA"
"1984","nan"
"1985","nan"
"1986","FE"
"1987","ZN"
"1988","nan"
"1989","CL"
"1990","CL"
"1991","CA"
"1992","K"
"1993","MN"
"1994","CL"
"1995","CL"
"1996","CL"
"1997","CL"
"1998","CA"
"1999","CA"
"2000","ZN"
"2001","ZN"
"2002","CA"
"2003","CL"
"2004","CA"
"2005","CL"
"2006","CA"
"2007","CL"
"2008","nan"
"2009","CA"
"2010","CL"
"2011","CL"
"2012","CA"
"2013","CL"
"2014","CA"
"2015","CL"
"2016","ZN"
"2017","CL"
"2018","CL"
"2019","MG"
"2020","CL"
"2021","CL"
"2022","SF4"
"2023","CL"
"2024","MN"
"2025","CL"
"2026","MG"
"2027","ZN"
"2028","CL"
"2029","CL"
"2030","CL"
"2031","CL"
"2032","CA"
"2033","CL"
"2034","CL"
"2035","MG"
"2036","MG"
"2037","ZN"
"2038","MG"
"2039","CA"
"2040","CA"
"2041","ZN"
"2042","MG"
"2043","CL"
"2044","MN"
"2045","ZN"
"2046","ZN"
"2047","MG"
"2048","CA"
"2049","CA"
"2050","CL"
"2051","CL"
"2052","CL"
"2053","CL"
"2054","ZN"
"2055","CD"
"2056","CL"
"2057","CL"
"2058","nan"
"2059","nan"
"2060","CA"
"2061","nan"
"2062","ZN"
"2063","MG"
"2064","ZN"
"2065","CL"
"2066","CL"
"2067","MG"
"2068","MN"
"2069","CA"
"2070","SF4"
"2071","ZN"
"2072","nan"
"2073","CL"
"2074","CL"
"2075","CL"
"2076","CA"
"2077","CL"
"2078","MG"
"2079","MG"
"2080","nan"
"2081","ZN"
"2082","CA"
"2083","nan"
"2084","CL"
"2085","CA"
"2086","CL"
"2087","ZN"
"2088","CL"
"2089","ZN"
"2090","ZN"
"2091","CL"
"2092","CL"
"2093","CL"
"2094","CL"
"2095","CL"
"2096","ZN"
"2097","CL"
"2098","CL"
"2099","ZN"
"2100","CA"
"2101","CL"
"2102","CL"
"2103","CA"
"2104","CA"
"2105","MG"
"2106","MG"
"2107","ZN"
"2108","ZN"
"2109","nan"
"2110","CL"
"2111","nan"
"2112","CL"
"2113","ZN"
"2114","CA"
"2115","CA"
"2116","CA"
"2117","CA"
"2118","MG"
"2119","CL"
"2120","CL"
"2121","CL"
"2122","ZN"
"2123","CA"
"2124","MN"
"2125","CL"
"2126","MN"
"2127","MG"
"2128","CL"
"2129","CL"
"2130","ZN"
"2131","MG"
"2132","MG"
"2133","CL"
"2134","CA"
"2135","CL"
"2136","CL"
"2137","ZN"
"2138","CL"
"2139","CL"
"2140","CL"
"2141","CL"
"2142","nan"
"2143","nan"
"2144","CA"
"2145","CL"
"2146","CA"
"2147","CL"
"2148","CL"
"2149","MG"
"2150","CA"
"2151","CL"
"2152","ZN"
"2153","ZN"
"2154","CA"
"2155","CL"
"2156","CL"
"2157","MG"
"2158","CL"
"2159","CA"
"2160","ZN"
"2161","MG"
"2162","CL"
"2163","CL"
"2164","CL"
"2165","CL"
"2166","MG"
"2167","MG"
"2168","ZN"
"2169","CA"
"2170","CL"
"2171","CA"
"2172","MG"
"2173","MG"
"2174","CL"
"2175","CL"
"2176","CL"
"2177","MG"
"2178","CA"
"2179","nan"
"2180","CL"
"2181","MG"
"2182","CA"
"2183","ZN"
"2184","CL"
"2185","MG"
"2186","CL"
"2187","MG"
"2188","CL"
"2189","ZN"
"2190","MG"
"2191","CA"
"2192","CL"
"2193","CL"
"2194","CA"
"2195","MG"
"2196","CL"
"2197","ZN"
"2198","CL"
"2199","CL"
"2200","CA"
"2201","CA"
"2202","nan"
"2203","SF4"
"2204","ZN"
"2205","CL"
"2206","CA"
"2207","nan"
"2208","CL"
"2209","CL"
"2210","MG"
"2211","ZN"
"2212","MN"
"2213","MG"
"2214","MN"
"2215","nan"
"2216","MG"
"2217","CL"
"2218","MG"
"2219","CL"
"2220","CA"
"2221","nan"
"2222","CL"
"2223","CL"
"2224","CA"
"2225","CA"
"2226","MG"
"2227","CL"
"2228","MG"
"2229","CL"
"2230","CL"
"2231","nan"
"2232","CA"
"2233","MG"
"2234","MG"
"2235","MG"
"2236","MG"
"2237","MG"
"2238","MG"
"2239","CL"
"2240","CL"
"2241","CA"
"2242","MG"
"2243","CA"
"2244","CA"
"2245","ZN"
"2246","ZN"
"2247","ZN"
"2248","CA"
"2249","CL"
"2250","nan"
"2251","MG"
"2252","ZN"
"2253","CA"
"2254","CL"
"2255","CA"
"2256","CA"
"2257","CA"
"2258","CL"
"2259","CL"
"2260","MG"
"2261","ZN"
"2262","nan"
"2263","ZN"
"2264","CA"
"2265","ZN"
"2266","CA"
"2267","MG"
"2268","nan"
"2269","MG"
"2270","nan"
"2271","CL"
"2272","CL"
"2273","CL"
"2274","CL"
"2275","CL"
"2276","ZN"
"2277","ZN"
"2278","ZN"
"2279","CL"
"2280","IMD"
"2281","ZN"
"2282","MG"
"2283","CL"
"2284","ZN"
"2285","CL"
"2286","CA"
"2287","CL"
"2288","CL"
"2289","MG"
"2290","MG"
"2291","CL"
"2292","nan"
"2293","ZN"
"2294","CL"
"2295","CL"
"2296","ZN"
"2297","BME"
"2298","MG"
"2299","CL"
"2300","CL"
"2301","CL"
"2302","MG"
"2303","CA"
"2304","CL"
"2305","CA"
"2306","MG"
"2307","MN"
"2308","MG"
"2309","nan"
"2310","ZN"
"2311","CL"
"2312","ZN"
"2313","CL"
"2314","CA"
"2315","CA"
"2316","ZN"
"2317","CL"
"2318","CA"
"2319","CA"
"2320","ZN"
"2321","MN"
"2322","CA"
"2323","nan"
"2324","CA"
"2325","ZN"
"2326","CL"
"2327","CL"
"2328","CL"
"2329","CL"
"2330","CL"
"2331","CA"
"2332","MG"
"2333","nan"
"2334","NAG"
"2335","nan"
"2336","nan"
"2337","ZN"
"2338","CL"
"2339","CL"
"2340","CL"
"2341","ZN"
"2342","ZN"
"2343","CL"
"2344","CL"
"2345","CA"
"2346","MG"
"2347","MG"
"2348","CA"
"2349","CA"
"2350","CL"
"2351","CA"
"2352","MG"
"2353","MG"
"2354","CL"
"2355","CL"
"2356","CL"
"2357","CL"
"2358","CL"
"2359","MG"
"2360","MG"
"2361","CL"
"2362","CL"
"2363","CL"
"2364","nan"
"2365","CL"
"2366","CL"
"2367","CA"
"2368","MG"
"2369","CL"
"2370","CL"
"2371","CA"
"2372","nan"
"2373","CL"
"2374","MG"
"2375","MG"
"2376","MG"
"2377","MG"
"2378","MG"
"2379","CL"
"2380","ZN"
"2381","CA"
"2382","ZN"
"2383","CL"
"2384","MG"
"2385","MG"
"2386","CA"
"2387","CL"
"2388","MG"
"2389","CL"
"2390","CA"
"2391","MG"
"2392","CA"
"2393","CA"
"2394","nan"
"2395","CL"
"2396","CA"
"2397","MG"
"2398","ZN"
"2399","CL"
"2400","ZN"
"2401","CL"
"2402","CL"
"2403","CA"
"2404","ZN"
"2405","CL"
"2406","nan"
"2407","MG"
"2408","nan"
"2409","CA"
"2410","CA"
"2411","FE"
"2412","CL"
"2413","nan"
"2414","CL"
"2415","ZN"
"2416","CA"
"2417","CA"
"2418","SF4"
"2419","ZN"
"2420","MG"
"2421","CA"
"2422","CL"
"2423","MG"
"2424","ZN"
"2425","MG"
"2426","MG"
"2427","MG"
"2428","CL"
"2429","CA"
"2430","nan"
"2431","nan"
"2432","MG"
"2433","CA"
"2434","CL"
"2435","CL"
"2436","MG"
"2437","ZN"
"2438","ZN"
"2439","CL"
"2440","CL"
"2441","CA"
"2442","CA"
"2443","SF4"
"2444","CA"
"2445","CL"
"2446","MG"
"2447","CL"
"2448","CA"
"2449","CA"
"2450","MG"
"2451","CL"
"2452","CL"
"2453","MG"
"2454","MG"
"2455","CL"
"2456","CA"
"2457","CA"
"2458","CA"
"2459","IOD"
"2460","CL"
"2461","CA"
"2462","CA"
"2463","CL"
"2464","CL"
"2465","CL"
"2466","CA"
"2467","CL"
"2468","CA"
"2469","CL"
"2470","ZN"
"2471","ZN"
"2472","CL"
"2473","CA"
"2474","ZN"
"2475","CL"
"2476","MG"
"2477","MG"
"2478","CL"
"2479","CA"
"2480","MG"
"2481","MN"
"2482","CL"
"2483","CL"
"2484","CL"
"2485","CL"
"2486","CL"
"2487","CL"
"2488","CL"
"2489","CL"
"2490","MN"
"2491","CL"
"2492","CA"
"2493","ZN"
"2494","CA"
"2495","CA"
"2496","CA"
"2497","CA"
"2498","CL"
"2499","CL"
"2500","CA"
"2501","CA"
"2502","CL"
"2503","CL"
"2504","CL"
"2505","CL"
"2506","ZN"
"2507","CA"
"2508","CA"
"2509","CA"
"2510","ZN"
"2511","CL"
"2512","CL"
"2513","MG"
"2514","CL"
"2515","MG"
"2516","CA"
"2517","CA"
"2518","CL"
"2519","CL"
"2520","CA"
"2521","ZN"
"2522","ZN"
"2523","CA"
"2524","CL"
"2525","ZN"
"2526","CL"
"2527","CA"
"2528","MG"
"2529","CL"
"2530","CA"
"2531","CL"
"2532","ZN"
"2533","ZN"
"2534","MN"
"2535","CL"
"2536","CL"
"2537","MG"
"2538","CA"
"2539","MG"
"2540","MG"
"2541","CA"
"2542","CL"
"2543","ZN"
"2544","CL"
"2545","CA"
"2546","CL"
"2547","MN"
"2548","CA"
"2549","MG"
"2550","CL"
"2551","ZN"
"2552","ZN"
"2553","CA"
"2554","ZN"
"2555","CL"
"2556","nan"
"2557","nan"
"2558","CL"
"2559","MG"
"2560","CA"
"2561","MG"
"2562","MG"
"2563","MG"
"2564","CL"
"2565","MG"
"2566","CL"
"2567","CL"
"2568","MG"
"2569","CL"
"2570","ZN"
"2571","CL"
"2572","CA"
"2573","ZN"
"2574","K"
"2575","CL"
"2576","MG"
"2577","CL"
"2578","MG"
"2579","MG"
"2580","MG"
"2581","CA"
"2582","CL"
"2583","CL"
"2584","CL"
"2585","nan"
"2586","CL"
"2587","ZN"
"2588","CL"
"2589","MG"
"2590","MG"
"2591","nan"
"2592","CL"
"2593","CL"
"2594","CL"
"2595","ZN"
"2596","CA"
"2597","ZN"
"2598","CL"
"2599","CL"
"2600","CL"
"2601","MN"
"2602","CL"
"2603","CA"
"2604","MG"
"2605","nan"
"2606","MG"
"2607","CL"
"2608","CL"
"2609","MG"
"2610","CL"
"2611","CA"
"2612","CL"
"2613","ZN"
"2614","MG"
"2615","MG"
"2616","MG"
"2617","CL"
"2618","ZN"
"2619","CL"
"2620","nan"
"2621","CL"
"2622","CL"
"2623","CA"
"2624","CL"
"2625","CL"
"2626","ZN"
"2627","IOD"
"2628","ZN"
"2629","CL"
"2630","CL"
"2631","SF4"
"2632","CL"
"2633","CL"
"2634","ZN"
"2635","CL"
"2636","CL"
"2637","ZN"
"2638","CL"
"2639","ZN"
"2640","CL"
"2641","CA"
"2642","MG"
"2643","nan"
"2644","CL"
"2645","CL"
"2646","MN"
"2647","MG"
"2648","nan"
"2649","nan"
"2650","CL"
"2651","MG"
"2652","ZN"
"2653","MG"
"2654","MG"
"2655","ZN"
"2656","CA"
"2657","CL"
"2658","CA"
"2659","CL"
"2660","CL"
"2661","nan"
"2662","CL"
"2663","CL"
"2664","nan"
"2665","nan"
"2666","nan"
"2667","MN"
"2668","MN"
"2669","CA"
"2670","ZN"
"2671","ZN"
"2672","MG"
"2673","CL"
"2674","CL"
"2675","CA"
"2676","MG"
"2677","MN"
"2678","CA"
"2679","CL"
"2680","nan"
"2681","MG"
"2682","ZN"
"2683","ZN"
"2684","CL"
"2685","CL"
"2686","CL"
"2687","CA"
"2688","CA"
"2689","CL"
"2690","ZN"
"2691","CA"
"2692","CL"
"2693","MN"
"2694","MG"
"2695","CL"
"2696","nan"
"2697","MG"
"2698","CL"
"2699","ZN"
"2700","CA"
"2701","CL"
"2702","nan"
"2703","ZN"
"2704","CL"
"2705","CL"
"2706","CA"
"2707","CA"
"2708","CA"
"2709","nan"
"2710","MG"
"2711","MG"
"2712","MG"
"2713","CL"
"2714","MG"
"2715","MG"
"2716","CL"
"2717","MG"
"2718","MG"
"2719","ZN"
"2720","IMD"
"2721","CL"
"2722","MG"
"2723","CA"
"2724","ZN"
"2725","MG"
"2726","nan"
"2727","MG"
"2728","CL"
"2729","nan"
"2730","MG"
"2731","CL"
"2732","MG"
"2733","MG"
"2734","CA"
"2735","MG"
"2736","CL"
"2737","CL"
"2738","MN"
"2739","ZN"
"2740","CU"
"2741","ZN"
"2742","CL"
"2743","nan"
"2744","CA"
"2745","ZN"
"2746","CA"
"2747","CL"
"2748","CA"
"2749","MG"
"2750","MG"
"2751","MG"
"2752","CL"
"2753","MG"
"2754","ZN"
"2755","MG"
"2756","CA"
"2757","MN"
"2758","BR"
"2759","CA"
"2760","MN"
"2761","CL"
"2762","CL"
"2763","nan"
"2764","CL"
"2765","ZN"
"2766","CA"
"2767","CL"
"2768","nan"
"2769","CL"
"2770","CA"
"2771","CA"
"2772","ZN"
"2773","FE"
"2774","CL"
"2775","CL"
"2776","nan"
"2777","ZN"
"2778","ZN"
"2779","CL"
"2780","CD"
"2781","ZN"
"2782","CA"
"2783","MG"
"2784","nan"
"2785","MG"
"2786","MG"
"2787","CA"
"2788","CA"
"2789","nan"
"2790","CL"
"2791","CA"
"2792","CL"
"2793","CA"
"2794","CL"
"2795","MG"
"2796","CL"
"2797","CA"
"2798","CA"
"2799","MG"
"2800","CL"
"2801","CA"
"2802","ZN"
"2803","ZN"
"2804","MG"
"2805","CL"
"2806","CL"
"2807","CA"
"2808","CA"
"2809","CA"
"2810","CA"
"2811","CL"
"2812","CL"
"2813","MG"
"2814","MG"
"2815","CL"
"2816","ZN"
"2817","nan"
"2818","CL"
"2819","MG"
"2820","nan"
"2821","nan"
"2822","CL"
"2823","CU"
"2824","CL"
"2825","ZN"
"2826","ZN"
"2827","CL"
"2828","ZN"
"2829","CA"
"2830","nan"
"2831","ZN"
"2832","CA"
"2833","ZN"
"2834","ZN"
"2835","CA"
"2836","CA"
"2837","CA"
"2838","CL"
"2839","MG"
"2840","nan"
"2841","CL"
"2842","ZN"
"2843","nan"
"2844","MG"
"2845","MG"
"2846","CA"
"2847","ZN"
"2848","CA"
"2849","CL"
"2850","nan"
"2851","CA"
"2852","MG"
"2853","CL"
"2854","CA"
"2855","CL"
"2856","ZN"
"2857","CL"
"2858","ZN"
"2859","CA"
"2860","ZN"
"2861","CL"
"2862","MG"
"2863","CL"
"2864","ZN"
"2865","MN"
"2866","MG"
"2867","CA"
"2868","CL"
"2869","CA"
"2870","MG"
"2871","nan"
"2872","ZN"
"2873","CL"
"2874","CL"
"2875","CL"
"2876","CA"
"2877","CA"
"2878","MG"
"2879","MG"
"2880","ZN"
"2881","nan"
"2882","ZN"
"2883","ZN"
"2884","CL"
"2885","MG"
"2886","MN"
"2887","MG"
"2888","MG"
"2889","MG"
"2890","CA"
"2891","CA"
"2892","CL"
"2893","CL"
"2894","ZN"
"2895","ZN"
"2896","MG"
"2897","CL"
"2898","CA"
"2899","nan"
"2900","CA"
"2901","CL"
"2902","ZN"
"2903","MG"
"2904","CL"
"2905","ZN"
"2906","CL"
"2907","CL"
"2908","ZN"
"2909","CA"
"2910","MG"
"2911","ZN"
"2912","CA"
"2913","CA"
"2914","CL"
"2915","CL"
"2916","CA"
"2917","CA"
"2918","CL"
"2919","MG"
"2920","CL"
"2921","CL"
"2922","CA"
"2923","MG"
"2924","ZN"
"2925","ZN"
"2926","MG"
"2927","ZN"
"2928","ZN"
"2929","CL"
"2930","MG"
"2931","MG"
"2932","CL"
"2933","CA"
"2934","CL"
"2935","MG"
"2936","CL"
"2937","CL"
"2938","MG"
"2939","CA"
"2940","CA"
"2941","CA"
"2942","nan"
"2943","ZN"
"2944","CL"
"2945","FE"
"2946","ZN"
"2947","ZN"
"2948","ZN"
"2949","CA"
"2950","CL"
"2951","MG"
"2952","CL"
"2953","ZN"
"2954","CA"
"2955","CL"
"2956","CL"
"2957","CL"
"2958","CA"
"2959","CA"
"2960","CL"
"2961","nan"
"2962","MN"
"2963","CL"
"2964","CL"
"2965","CA"
"2966","MG"
"2967","MG"
"2968","CL"
"2969","CL"
"2970","CA"
"2971","CA"
"2972","MG"
"2973","MG"
"2974","nan"
"2975","CL"
"2976","CL"
"2977","CL"
"2978","IMD"
"2979","CL"
"2980","CL"
"2981","CL"
"2982","ZN"
"2983","MG"
"2984","CL"
"2985","MN"
"2986","K"
"2987","ZN"
"2988","MG"
"2989","CA"
"2990","CL"
"2991","MG"
"2992","CL"
"2993","CL"
"2994","ZN"
"2995","MG"
"2996","CL"
"2997","CA"
"2998","CA"
"2999","CL"
"3000","CL"
"3001","CL"
"3002","CL"
"3003","CL"
"3004","CL"
"3005","CL"
"3006","CA"
"3007","CL"
"3008","CL"
"3009","ZN"
"3010","CA"
"3011","ZN"
"3012","ZN"
"3013","CL"
"3014","CL"
"3015","MG"
"3016","MG"
"3017","CA"
"3018","ZN"
"3019","CL"
"3020","CA"
"3021","SF4"
"3022","CL"
"3023","MG"
"3024","CL"
"3025","CL"
"3026","CA"
"3027","nan"
"3028","CL"
"3029","nan"
"3030","CL"
"3031","ZN"
"3032","CL"
"3033","CA"
"3034","CL"
"3035","CL"
"3036","ZN"
"3037","ZN"
"3038","MG"
"3039","CL"
"3040","CA"
"3041","CL"
"3042","CL"
"3043","CL"
"3044","MG"
"3045","CA"
"3046","CA"
"3047","MG"
"3048","MG"
"3049","CL"
"3050","CL"
"3051","ZN"
"3052","nan"
"3053","CL"
"3054","nan"
"3055","CL"
"3056","CL"
"3057","CL"
"3058","CA"
"3059","CL"
"3060","MG"
"3061","CL"
"3062","MG"
"3063","CL"
"3064","CA"
"3065","ZN"
"3066","CL"
"3067","ZN"
"3068","CA"
"3069","CL"
"3070","CL"
"3071","ZN"
"3072","nan"
"3073","ZN"
"3074","SF4"
"3075","CL"
"3076","CA"
"3077","CL"
"3078","CL"
"3079","CA"
"3080","nan"
"3081","ZN"
"3082","CA"
"3083","CA"
"3084","CL"
"3085","CL"
"3086","CL"
"3087","CL"
"3088","CA"
"3089","CA"
"3090","CA"
"3091","MG"
"3092","CL"
"3093","CL"
"3094","ZN"
"3095","ZN"
"3096","CA"
"3097","CL"
"3098","CL"
"3099","CL"
"3100","nan"
"3101","ZN"
"3102","ZN"
"3103","MN"
"3104","CL"
"3105","ZN"
"3106","CA"
"3107","MG"
"3108","nan"
"3109","ZN"
"3110","CL"
"3111","CA"
"3112","nan"
"3113","nan"
"3114","MG"
"3115","MG"
"3116","MG"
"3117","nan"
"3118","CA"
"3119","MG"
"3120","CL"
"3121","ZN"
"3122","nan"
"3123","CA"
"3124","CL"
"3125","MG"
"3126","CL"
"3127","CA"
"3128","MG"
"3129","CL"
"3130","CA"
"3131","CL"
"3132","CL"
"3133","MG"
"3134","nan"
"3135","CL"
"3136","CL"
"3137","MN"
"3138","MG"
"3139","CL"
"3140","nan"
"3141","ZN"
"3142","CL"
"3143","SF4"
"3144","CA"
"3145","CL"
"3146","CA"
"3147","CL"
"3148","CL"
"3149","CA"
"3150","CA"
"3151","CA"
"3152","MG"
"3153","ZN"
"3154","CL"
"3155","CA"
"3156","CA"
"3157","CL"
"3158","CL"
"3159","MN"
"3160","MG"
"3161","CL"
"3162","CL"
"3163","ZN"
"3164","CL"
"3165","CA"
"3166","CA"
"3167","ZN"
"3168","CL"
"3169","CL"
"3170","CA"
"3171","CL"
"3172","CA"
"3173","CL"
"3174","CL"
"3175","ZN"
"3176","MG"
"3177","MG"
"3178","MG"
"3179","CL"
"3180","CL"
"3181","CL"
"3182","MG"
"3183","CL"
"3184","CL"
"3185","CA"
"3186","ZN"
"3187","MN"
"3188","MN"
"3189","CL"
"3190","CA"
"3191","MG"
"3192","CL"
"3193","CL"
"3194","CA"
"3195","CA"
"3196","CL"
"3197","CA"
"3198","ZN"
"3199","CA"
"3200","HG"
"3201","CL"
"3202","CL"
"3203","ZN"
"3204","CA"
"3205","CL"
"3206","CL"
"3207","nan"
"3208","nan"
"3209","CL"
"3210","nan"
"3211","CL"
"3212","ZN"
"3213","CA"
"3214","CL"
"3215","CA"
"3216","CA"
"3217","CL"
"3218","CL"
"3219","MG"
"3220","MG"
"3221","CL"
"3222","CL"
"3223","MG"
"3224","CL"
"3225","CL"
"3226","CL"
"3227","MG"
"3228","CL"
"3229","CL"
"3230","ZN"
"3231","CL"
"3232","CL"
"3233","CL"
"3234","CL"
"3235","MG"
"3236","MG"
"3237","MG"
"3238","ZN"
"3239","CA"
"3240","CL"
"3241","MG"
"3242","CL"
"3243","CL"
"3244","ZN"
"3245","CA"
"3246","CL"
"3247","CL"
"3248","CA"
"3249","CL"
"3250","CL"
"3251","CA"
"3252","CA"
"3253","ZN"
"3254","CA"
"3255","CL"
"3256","CL"
"3257","CA"
"3258","ZN"
"3259","CL"
"3260","CL"
"3261","CA"
"3262","MG"
"3263","CL"
"3264","MG"
"3265","MG"
"3266","MG"
"3267","MG"
"3268","CL"
"3269","nan"
"3270","IMD"
"3271","CA"
"3272","ZN"
"3273","CA"
"3274","ZN"
"3275","CL"
"3276","ZN"
"3277","CL"
"3278","CL"
"3279","ZN"
"3280","MG"
"3281","nan"
"3282","nan"
"3283","ZN"
"3284","CL"
"3285","ZN"
"3286","CA"
"3287","CL"
"3288","ZN"
"3289","CA"
"3290","CA"
"3291","MG"
"3292","MN"
"3293","nan"
"3294","nan"
"3295","MG"
"3296","CL"
"3297","MG"
"3298","CL"
"3299","ZN"
"3300","MG"
"3301","nan"
"3302","CA"
"3303","ZN"
"3304","MN"
"3305","nan"
"3306","CL"
"3307","ZN"
"3308","ZN"
"3309","CA"
"3310","ZN"
"3311","CL"
"3312","K"
"3313","CL"
"3314","CD"
"3315","CA"
"3316","CL"
"3317","MN"
"3318","CL"
"3319","CL"
"3320","CA"
"3321","CL"
"3322","nan"
"3323","ZN"
"3324","ZN"
"3325","CA"
"3326","CA"
"3327","CL"
"3328","ZN"
"3329","CL"
"3330","K"
"3331","CA"
"3332","CA"
"3333","CA"
"3334","CL"
"3335","nan"
"3336","CA"
"3337","MG"
"3338","CL"
"3339","ZN"
"3340","IMD"
"3341","CA"
"3342","CL"
"3343","CL"
"3344","CA"
"3345","CA"
"3346","CL"
"3347","MG"
"3348","CL"
"3349","MG"
"3350","MN"
"3351","CL"
"3352","MN"
"3353","MN"
"3354","MG"
"3355","CA"
"3356","CA"
"3357","CA"
"3358","CL"
"3359","MG"
"3360","ZN"
"3361","CA"
"3362","MG"
"3363","MG"
"3364","MG"
"3365","CL"
"3366","MG"
"3367","CL"
"3368","CL"
"3369","ZN"
"3370","IMD"
"3371","CL"
"3372","MG"
"3373","ZN"
"3374","CL"
"3375","CL"
"3376","CL"
"3377","MG"
"3378","MG"
"3379","ZN"
"3380","CA"
"3381","CL"
"3382","CL"
"3383","CL"
"3384","CL"
"3385","ZN"
"3386","CL"
"3387","CL"
"3388","CL"
"3389","ZN"
"3390","ZN"
"3391","CA"
"3392","CL"
"3393","ZN"
"3394","MG"
"3395","ZN"
"3396","ZN"
"3397","CA"
"3398","SF4"
"3399","CL"
"3400","MG"
"3401","MG"
"3402","nan"
"3403","nan"
"3404","CL"
"3405","ZN"
"3406","CL"
"3407","ZN"
"3408","CL"
"3409","CL"
"3410","CL"
"3411","nan"
"3412","MG"
"3413","FE"
"3414","CA"
"3415","CL"
"3416","CA"
"3417","ZN"
"3418","CA"
"3419","CL"
"3420","CA"
"3421","ZN"
"3422","MG"
"3423","CA"
"3424","ZN"
"3425","CL"
"3426","CL"
"3427","CL"
"3428","MG"
"3429","CA"
"3430","CA"
"3431","CL"
"3432","SF4"
"3433","CL"
"3434","CL"
"3435","MG"
"3436","MG"
"3437","CL"
"3438","CA"
"3439","MG"
"3440","CL"
"3441","ZN"
"3442","MG"
"3443","MG"
"3444","IMD"
"3445","CA"
"3446","MG"
"3447","CA"
"3448","CL"
"3449","CA"
"3450","CL"
"3451","MN"
"3452","IMD"
"3453","MG"
"3454","MN"
"3455","CL"
"3456","ZN"
"3457","CL"
"3458","CL"
"3459","CL"
"3460","ZN"
"3461","MN"
"3462","MG"
"3463","CA"
"3464","MG"
"3465","ZN"
"3466","CL"
"3467","CL"
"3468","CL"
"3469","MG"
"3470","CL"
"3471","MN"
"3472","CL"
"3473","nan"
"3474","MG"
"3475","MG"
"3476","CL"
"3477","FE"
"3478","CL"
"3479","ZN"
"3480","CL"
"3481","CL"
"3482","MG"
"3483","ZN"
"3484","CL"
"3485","nan"
"3486","CA"
"3487","CL"
"3488","CL"
"3489","HG"
"3490","CA"
"3491","CA"
"3492","CL"
"3493","CA"
"3494","MN"
"3495","MG"
"3496","CL"
"3497","ZN"
"3498","ZN"
"3499","MG"
"3500","CL"
"3501","nan"
"3502","CA"
"3503","CA"
"3504","CL"
"3505","CA"
"3506","CL"
"3507","CA"
"3508","CA"
"3509","ZN"
"3510","CL"
"3511","MG"
"3512","ZN"
"3513","ZN"
"3514","ZN"
"3515","CL"
"3516","nan"
"3517","CA"
"3518","SF4"
"3519","ZN"
"3520","CL"
"3521","ZN"
"3522","CA"
"3523","CL"
"3524","CL"
"3525","CL"
"3526","MG"
"3527","CL"
"3528","CA"
"3529","CA"
"3530","CA"
"3531","MG"
"3532","CL"
"3533","CL"
"3534","CL"
"3535","CL"
"3536","CL"
"3537","CL"
"3538","SF4"
"3539","CL"
"3540","CA"
"3541","CL"
"3542","MN"
"3543","CL"
"3544","CL"
"3545","MN"
"3546","CA"
"3547","MG"
"3548","CA"
"3549","CA"
"3550","CL"
