"","res_name_group"
"1620","ZN"
"1621","EDO_BME_ETA"
"1622","CL"
"1623","CL"
"1624","CL"
"1625","CA"
"1626","CL"
"1627","CA"
"1628","CL"
"1629","MN"
"1630","CL"
"1631","CA"
"1632","CL"
"1633","CA"
"1634","ZN"
"1635","EDO_BME_ETA"
"1636","CL"
"1637","CL"
"1638","ZN"
"1639","CL"
"1640","ZN"
"1641","CA"
"1642","SF4_F3S"
"1643","CA"
"1644","MG"
"1645","CA"
"1646","MG"
"1647","CL"
"1648","MG"
"1649","CL"
"1650","CL"
"1651","CA"
"1652","MG"
"1653","CL"
"1654","ZN"
"1655","nan"
"1656","CL"
"1657","CL"
"1658","CL"
"1659","CL"
"1660","MG"
"1661","CA"
"1662","CL"
"1663","CA"
"1664","MG"
"1665","CL"
"1666","ZN"
"1667","CA"
"1668","CL"
"1669","MG"
"1670","nan"
"1671","MG"
"1672","CL"
"1673","CL"
"1674","CL"
"1675","ZN"
"1676","CL"
"1677","MG"
"1678","CL"
"1679","ZN"
"1680","MG"
"1681","nan"
"1682","CL"
"1683","MG"
"1684","HEM"
"1685","CL"
"1686","ZN"
"1687","MG"
"1688","ZN"
"1689","CA"
"1690","MG"
"1691","CL"
"1692","CA"
"1693","ZN"
"1694","CL"
"1695","CA"
"1696","MG"
"1697","CL"
"1698","ZN"
"1699","MG"
"1700","MG"
"1701","EDO_BME_ETA"
"1702","CL"
"1703","ZN"
"1704","ZN"
"1705","CA"
"1706","CA"
"1707","CL"
"1708","nan"
"1709","CA"
"1710","CL"
"1711","CL"
"1712","HEM"
"1713","CA"
"1714","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"1715","CL"
"1716","CL"
"1717","CL"
"1718","MG"
"1719","MG"
"1720","CA"
"1721","MG"
"1722","CA"
"1723","CA"
"1724","CA"
"1725","NAG_NDG_A2G_NGA_MAG"
"1726","CL"
"1727","HEM"
"1728","CA"
"1729","CL"
"1730","ZN"
"1731","MG"
"1732","CL"
"1733","CL"
"1734","nan"
"1735","CL"
"1736","CA"
"1737","nan"
"1738","ZN"
"1739","CL"
"1740","CL"
"1741","CL"
"1742","CL"
"1743","CL"
"1744","MG"
"1745","nan"
"1746","ACT_DMS_ACY_NO3_IPA_CO3_BCT_BEF_SO3_AF3_GAI_URE_PO3_ACN_MOS_ACM_MGF_BO3"
"1747","MG"
"1748","CA"
"1749","CL"
"1750","CA"
"1751","CL"
"1752","CL"
"1753","CL"
"1754","CL"
"1755","ZN"
"1756","nan"
"1757","CA"
"1758","CA"
"1759","MG"
"1760","CA"
"1761","ZN"
"1762","CL"
"1763","MG"
"1764","MG"
"1765","CL"
"1766","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"1767","CL"
"1768","CL"
"1769","nan"
"1770","CL"
"1771","CL"
"1772","CL"
"1773","ZN"
"1774","CA"
"1775","ZN"
"1776","SF4_F3S"
"1777","ZN"
"1778","HEM"
"1779","ZN"
"1780","ZN"
"1781","ZN"
"1782","ZN"
"1783","MG"
"1784","CL"
"1785","MG"
"1786","ACT_DMS_ACY_NO3_IPA_CO3_BCT_BEF_SO3_AF3_GAI_URE_PO3_ACN_MOS_ACM_MGF_BO3"
"1787","CL"
"1788","MG"
"1789","ZN"
"1790","NAG_NDG_A2G_NGA_MAG"
"1791","ZN"
"1792","CL"
"1793","CA"
"1794","EDO_BME_ETA"
"1795","ZN"
"1796","MG"
"1797","ZN"
"1798","CA"
"1799","MG"
"1800","MG"
"1801","MG"
"1802","CL"
"1803","EDO_BME_ETA"
"1804","MG"
"1805","nan"
"1806","ZN"
"1807","nan"
"1808","HEM"
"1809","CL"
"1810","CL"
"1811","CL"
"1812","MG"
"1813","MG"
"1814","CL"
"1815","FES"
"1816","CL"
"1817","CL"
"1818","MG"
"1819","MG"
"1820","nan"
"1821","CL"
"1822","CL"
"1823","ZN"
"1824","CL"
"1825","CA"
"1826","CL"
"1827","CL"
"1828","CL"
"1829","HEM"
"1830","CL"
"1831","CA"
"1832","EDO_BME_ETA"
"1833","CA"
"1834","CL"
"1835","CL"
"1836","CL"
"1837","PLP_PMP_PLR"
"1838","CA"
"1839","EDO_BME_ETA"
"1840","CA"
"1841","MG"
"1842","CA"
"1843","MG"
"1844","MG"
"1845","ZN"
"1846","CL"
"1847","CA"
"1848","CA"
"1849","CA"
"1850","CA"
"1851","CL"
"1852","CL"
"1853","CL"
"1854","MG"
"1855","CA"
"1856","CA"
"1857","CA"
"1858","CL"
"1859","CL"
"1860","MN"
"1861","CA"
"1862","CL"
"1863","EDO_BME_ETA"
"1864","CL"
"1865","ZN"
"1866","CA"
"1867","CL"
"1868","CL"
"1869","MG"
"1870","CL"
"1871","CA"
"1872","CA"
"1873","CA"
"1874","CL"
"1875","ZN"
"1876","MG"
"1877","CL"
"1878","MG"
"1879","MG"
"1880","MG"
"1881","MG"
"1882","CL"
"1883","MG"
"1884","CL"
"1885","CL"
"1886","CL"
"1887","CL"
"1888","MG"
"1889","CL"
"1890","ZN"
"1891","CL"
"1892","CL"
"1893","CL"
"1894","MG"
"1895","MG"
"1896","nan"
"1897","CL"
"1898","CA"
"1899","CL"
"1900","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"1901","CA"
"1902","ZN"
"1903","CA"
"1904","ZN"
"1905","CL"
"1906","MG"
"1907","CL"
"1908","CL"
"1909","CL"
"1910","MG"
"1911","CL"
"1912","CL"
"1913","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"1914","CL"
"1915","MG"
"1916","ZN"
"1917","CA"
"1918","CA"
"1919","CA"
"1920","nan"
"1921","CL"
"1922","ZN"
"1923","MG"
"1924","MG"
"1925","MG"
"1926","MG"
"1927","CL"
"1928","CL"
"1929","ZN"
"1930","MG"
"1931","CA"
"1932","MG"
"1933","CL"
"1934","CA"
"1935","CA"
"1936","CA"
"1937","CA"
"1938","ZN"
"1939","nan"
"1940","nan"
"1941","CL"
"1942","MG"
"1943","CL"
"1944","CL"
"1945","CL"
"1946","CL"
"1947","ZN"
"1948","CL"
"1949","CA"
"1950","CL"
"1951","HEM"
"1952","CL"
"1953","CL"
"1954","CL"
"1955","CA"
"1956","CA"
"1957","MG"
"1958","MG"
"1959","CA"
"1960","CL"
"1961","CL"
"1962","CL"
"1963","CA"
"1964","CA"
"1965","ZN"
"1966","CL"
"1967","CL"
"1968","nan"
"1969","CL"
"1970","MG"
"1971","CA"
"1972","CA"
"1973","EDO_BME_ETA"
"1974","CL"
"1975","CA"
"1976","nan"
"1977","CA"
"1978","HEM"
"1979","nan"
"1980","CL"
"1981","MG"
"1982","CA"
"1983","CA"
"1984","CL"
"1985","nan"
"1986","ZN"
"1987","ZN"
"1988","CL"
"1989","CL"
"1990","CL"
"1991","CA"
"1992","ZN"
"1993","ZN"
"1994","CL"
"1995","CL"
"1996","CL"
"1997","CL"
"1998","ZN"
"1999","ZN"
"2000","CA"
"2001","ZN"
"2002","CA"
"2003","CL"
"2004","MG"
"2005","CL"
"2006","NAG_NDG_A2G_NGA_MAG"
"2007","CL"
"2008","MG"
"2009","CA"
"2010","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"2011","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"2012","CA"
"2013","CL"
"2014","CA"
"2015","CL"
"2016","CA"
"2017","CL"
"2018","CL"
"2019","CA"
"2020","CA"
"2021","CL"
"2022","ZN"
"2023","CA"
"2024","ZN"
"2025","CL"
"2026","CL"
"2027","CA"
"2028","CL"
"2029","CL"
"2030","CL"
"2031","CL"
"2032","CA"
"2033","CL"
"2034","CL"
"2035","MG"
"2036","MG"
"2037","ZN"
"2038","MG"
"2039","ZN"
"2040","CA"
"2041","HEM"
"2042","MG"
"2043","CL"
"2044","CA"
"2045","CL"
"2046","ZN"
"2047","CL"
"2048","MG"
"2049","MN"
"2050","CL"
"2051","CL"
"2052","CA"
"2053","CL"
"2054","ZN"
"2055","ZN"
"2056","ACT_DMS_ACY_NO3_IPA_CO3_BCT_BEF_SO3_AF3_GAI_URE_PO3_ACN_MOS_ACM_MGF_BO3"
"2057","ACT_DMS_ACY_NO3_IPA_CO3_BCT_BEF_SO3_AF3_GAI_URE_PO3_ACN_MOS_ACM_MGF_BO3"
"2058","nan"
"2059","nan"
"2060","CA"
"2061","nan"
"2062","ZN"
"2063","MG"
"2064","CL"
"2065","CL"
"2066","nan"
"2067","ZN"
"2068","ZN"
"2069","ZN"
"2070","ZN"
"2071","ZN"
"2072","MG"
"2073","CL"
"2074","CL"
"2075","CL"
"2076","CL"
"2077","CL"
"2078","DHT_TES_STR_ASD"
"2079","MG"
"2080","CL"
"2081","MN"
"2082","CA"
"2083","nan"
"2084","CL"
"2085","CA"
"2086","CL"
"2087","HEM"
"2088","CL"
"2089","ZN"
"2090","ZN"
"2091","EDO_BME_ETA"
"2092","CL"
"2093","nan"
"2094","CL"
"2095","CL"
"2096","CA"
"2097","CL"
"2098","CL"
"2099","SF4_F3S"
"2100","MG"
"2101","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"2102","CL"
"2103","CA"
"2104","CA"
"2105","MG"
"2106","CA"
"2107","CL"
"2108","ZN"
"2109","MG"
"2110","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"2111","nan"
"2112","CL"
"2113","MG"
"2114","MN"
"2115","ZN"
"2116","ZN"
"2117","CA"
"2118","CA"
"2119","CA"
"2120","nan"
"2121","CL"
"2122","ZN"
"2123","CA"
"2124","ZN"
"2125","CA"
"2126","MN"
"2127","CA"
"2128","CL"
"2129","CL"
"2130","ZN"
"2131","CL"
"2132","MG"
"2133","CL"
"2134","CA"
"2135","CA"
"2136","CL"
"2137","HEM"
"2138","CL"
"2139","nan"
"2140","CL"
"2141","nan"
"2142","CL"
"2143","MG"
"2144","MG"
"2145","CL"
"2146","CA"
"2147","CL"
"2148","CL"
"2149","CA"
"2150","CA"
"2151","CL"
"2152","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"2153","CA"
"2154","CA"
"2155","CL"
"2156","CL"
"2157","CL"
"2158","EDO_BME_ETA"
"2159","CA"
"2160","ZN"
"2161","MG"
"2162","CL"
"2163","CL"
"2164","CL"
"2165","CL"
"2166","MG"
"2167","CA"
"2168","ZN"
"2169","ZN"
"2170","CL"
"2171","CA"
"2172","CA"
"2173","MG"
"2174","CL"
"2175","CL"
"2176","CL"
"2177","MG"
"2178","CA"
"2179","CL"
"2180","CA"
"2181","HEM"
"2182","CA"
"2183","ZN"
"2184","EDO_BME_ETA"
"2185","MG"
"2186","CA"
"2187","MG"
"2188","CA"
"2189","ZN"
"2190","MG"
"2191","MG"
"2192","CL"
"2193","CL"
"2194","CA"
"2195","MG"
"2196","EDO_BME_ETA"
"2197","ZN"
"2198","ZN"
"2199","CL"
"2200","CA"
"2201","MG"
"2202","MG"
"2203","SF4_F3S"
"2204","ZN"
"2205","CL"
"2206","CA"
"2207","CL"
"2208","MG"
"2209","MG"
"2210","MG"
"2211","ZN"
"2212","MN"
"2213","MG"
"2214","ZN"
"2215","MG"
"2216","MG"
"2217","CA"
"2218","MG"
"2219","CA"
"2220","CA"
"2221","nan"
"2222","CL"
"2223","CL"
"2224","MN"
"2225","CA"
"2226","EDO_BME_ETA"
"2227","CA"
"2228","MG"
"2229","CL"
"2230","MG"
"2231","MG"
"2232","CL"
"2233","MG"
"2234","MG"
"2235","MG"
"2236","nan"
"2237","MG"
"2238","MG"
"2239","CL"
"2240","CA"
"2241","CA"
"2242","MG"
"2243","ZN"
"2244","ZN"
"2245","ZN"
"2246","ZN"
"2247","CL"
"2248","CA"
"2249","CL"
"2250","CL"
"2251","nan"
"2252","CA"
"2253","CL"
"2254","CL"
"2255","CL"
"2256","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"2257","ZN"
"2258","EDO_BME_ETA"
"2259","CL"
"2260","CA"
"2261","CA"
"2262","CL"
"2263","ZN"
"2264","CA"
"2265","ZN"
"2266","CA"
"2267","EDO_BME_ETA"
"2268","MG"
"2269","MG"
"2270","MG"
"2271","CL"
"2272","CL"
"2273","CL"
"2274","CL"
"2275","CL"
"2276","CA"
"2277","ZN"
"2278","MN"
"2279","CL"
"2280","CL"
"2281","CA"
"2282","MG"
"2283","CL"
"2284","ZN"
"2285","ACT_DMS_ACY_NO3_IPA_CO3_BCT_BEF_SO3_AF3_GAI_URE_PO3_ACN_MOS_ACM_MGF_BO3"
"2286","NAG_NDG_A2G_NGA_MAG"
"2287","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"2288","CL"
"2289","MG"
"2290","MG"
"2291","CL"
"2292","nan"
"2293","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"2294","CL"
"2295","CL"
"2296","CA"
"2297","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"2298","MG"
"2299","MG"
"2300","CL"
"2301","CL"
"2302","MG"
"2303","MG"
"2304","CL"
"2305","CA"
"2306","MG"
"2307","MN"
"2308","CA"
"2309","CL"
"2310","CA"
"2311","CL"
"2312","ZN"
"2313","CL"
"2314","CA"
"2315","CA"
"2316","CA"
"2317","CA"
"2318","CA"
"2319","MG"
"2320","ZN"
"2321","CA"
"2322","MG"
"2323","MG"
"2324","ZN"
"2325","MN"
"2326","CL"
"2327","MG"
"2328","CL"
"2329","MG"
"2330","nan"
"2331","ZN"
"2332","CA"
"2333","nan"
"2334","NAG_NDG_A2G_NGA_MAG"
"2335","nan"
"2336","MG"
"2337","CA"
"2338","CL"
"2339","EDO_BME_ETA"
"2340","CL"
"2341","HEM"
"2342","ZN"
"2343","MG"
"2344","CL"
"2345","MG"
"2346","MG"
"2347","MG"
"2348","MG"
"2349","CA"
"2350","CA"
"2351","MG"
"2352","MG"
"2353","CL"
"2354","CL"
"2355","CL"
"2356","CL"
"2357","CL"
"2358","CL"
"2359","MG"
"2360","CL"
"2361","CL"
"2362","nan"
"2363","CL"
"2364","nan"
"2365","CL"
"2366","CL"
"2367","CA"
"2368","MG"
"2369","CL"
"2370","CL"
"2371","CA"
"2372","nan"
"2373","CL"
"2374","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"2375","nan"
"2376","nan"
"2377","MG"
"2378","nan"
"2379","CL"
"2380","ZN"
"2381","HEM"
"2382","CA"
"2383","CL"
"2384","MG"
"2385","ZN"
"2386","CA"
"2387","MG"
"2388","ZN"
"2389","MG"
"2390","CL"
"2391","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"2392","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"2393","MG"
"2394","MG"
"2395","CL"
"2396","CA"
"2397","MG"
"2398","ZN"
"2399","EDO_BME_ETA"
"2400","ZN"
"2401","CL"
"2402","CL"
"2403","CA"
"2404","CA"
"2405","CL"
"2406","CL"
"2407","CA"
"2408","MG"
"2409","CL"
"2410","CA"
"2411","MN"
"2412","CL"
"2413","CL"
"2414","CL"
"2415","ZN"
"2416","ZN"
"2417","MG"
"2418","SF4_F3S"
"2419","ZN"
"2420","ZN"
"2421","CA"
"2422","CL"
"2423","ZN"
"2424","HEM"
"2425","MG"
"2426","CL"
"2427","CL"
"2428","CL"
"2429","CA"
"2430","nan"
"2431","EDO_BME_ETA"
"2432","MG"
"2433","CL"
"2434","nan"
"2435","CL"
"2436","CA"
"2437","HEM"
"2438","CA"
"2439","CA"
"2440","CL"
"2441","CA"
"2442","CA"
"2443","ZN"
"2444","CA"
"2445","CL"
"2446","MG"
"2447","CL"
"2448","HEM"
"2449","CL"
"2450","MG"
"2451","CL"
"2452","CL"
"2453","MG"
"2454","MG"
"2455","CA"
"2456","CA"
"2457","MG"
"2458","CA"
"2459","ZN"
"2460","CL"
"2461","CA"
"2462","CA"
"2463","CA"
"2464","CL"
"2465","EDO_BME_ETA"
"2466","MG"
"2467","CL"
"2468","CL"
"2469","CL"
"2470","ZN"
"2471","CA"
"2472","CL"
"2473","MG"
"2474","MG"
"2475","CL"
"2476","MG"
"2477","MG"
"2478","CA"
"2479","CA"
"2480","MG"
"2481","CA"
"2482","CL"
"2483","CL"
"2484","CL"
"2485","CL"
"2486","CL"
"2487","CL"
"2488","CL"
"2489","CL"
"2490","CA"
"2491","CL"
"2492","MG"
"2493","ZN"
"2494","MN"
"2495","MG"
"2496","CA"
"2497","CA"
"2498","CL"
"2499","CL"
"2500","CL"
"2501","CA"
"2502","CL"
"2503","CL"
"2504","CL"
"2505","nan"
"2506","ZN"
"2507","MG"
"2508","CA"
"2509","CL"
"2510","CA"
"2511","CL"
"2512","CL"
"2513","MG"
"2514","CL"
"2515","CA"
"2516","CL"
"2517","nan"
"2518","CL"
"2519","CL"
"2520","ZN"
"2521","CL"
"2522","CL"
"2523","CA"
"2524","CA"
"2525","ZN"
"2526","CL"
"2527","CA"
"2528","NAG_NDG_A2G_NGA_MAG"
"2529","CL"
"2530","HEM"
"2531","CL"
"2532","ZN"
"2533","ZN"
"2534","CA"
"2535","CL"
"2536","EDO_BME_ETA"
"2537","MG"
"2538","CA"
"2539","MG"
"2540","CA"
"2541","CA"
"2542","CL"
"2543","ZN"
"2544","CL"
"2545","CA"
"2546","CL"
"2547","MN"
"2548","CA"
"2549","CL"
"2550","CL"
"2551","HEM"
"2552","CL"
"2553","CA"
"2554","MG"
"2555","CL"
"2556","MG"
"2557","MG"
"2558","CL"
"2559","MG"
"2560","CA"
"2561","MG"
"2562","CA"
"2563","MG"
"2564","CA"
"2565","MG"
"2566","CL"
"2567","CL"
"2568","MG"
"2569","CL"
"2570","ZN"
"2571","nan"
"2572","CA"
"2573","ZN"
"2574","CL"
"2575","CA"
"2576","CA"
"2577","CL"
"2578","MG"
"2579","MG"
"2580","MG"
"2581","CA"
"2582","nan"
"2583","CL"
"2584","CA"
"2585","nan"
"2586","CL"
"2587","ZN"
"2588","CL"
"2589","MG"
"2590","MG"
"2591","nan"
"2592","nan"
"2593","nan"
"2594","CL"
"2595","HEM"
"2596","CA"
"2597","ZN"
"2598","MG"
"2599","CL"
"2600","CL"
"2601","MN"
"2602","CL"
"2603","ZN"
"2604","MG"
"2605","nan"
"2606","MG"
"2607","CL"
"2608","CL"
"2609","MG"
"2610","CA"
"2611","CA"
"2612","CL"
"2613","ZN"
"2614","MG"
"2615","MG"
"2616","ZN"
"2617","MG"
"2618","MN"
"2619","CL"
"2620","EDO_BME_ETA"
"2621","CL"
"2622","ZN"
"2623","MG"
"2624","CL"
"2625","CL"
"2626","ZN"
"2627","ZN"
"2628","ZN"
"2629","CA"
"2630","CL"
"2631","ZN"
"2632","CL"
"2633","CL"
"2634","HEM"
"2635","CL"
"2636","nan"
"2637","ZN"
"2638","CL"
"2639","ZN"
"2640","CL"
"2641","CL"
"2642","MG"
"2643","MG"
"2644","CL"
"2645","CA"
"2646","MN"
"2647","CA"
"2648","nan"
"2649","nan"
"2650","CL"
"2651","MG"
"2652","MG"
"2653","MG"
"2654","MG"
"2655","ZN"
"2656","CA"
"2657","MG"
"2658","CA"
"2659","nan"
"2660","CL"
"2661","nan"
"2662","CL"
"2663","CL"
"2664","nan"
"2665","CL"
"2666","CL"
"2667","CA"
"2668","MG"
"2669","MG"
"2670","CA"
"2671","CL"
"2672","MG"
"2673","CL"
"2674","CL"
"2675","CA"
"2676","MG"
"2677","ZN"
"2678","CA"
"2679","CL"
"2680","nan"
"2681","MG"
"2682","ZN"
"2683","HEM"
"2684","CL"
"2685","CL"
"2686","CL"
"2687","CA"
"2688","CA"
"2689","CL"
"2690","ZN"
"2691","ZN"
"2692","CL"
"2693","ZN"
"2694","MG"
"2695","CL"
"2696","nan"
"2697","nan"
"2698","nan"
"2699","ZN"
"2700","ZN"
"2701","CL"
"2702","nan"
"2703","CL"
"2704","CL"
"2705","CL"
"2706","MN"
"2707","CA"
"2708","CA"
"2709","CA"
"2710","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"2711","nan"
"2712","CL"
"2713","CL"
"2714","CL"
"2715","nan"
"2716","CA"
"2717","MG"
"2718","EDO_BME_ETA"
"2719","ADP_ATP_ANP_GNP_ACP_DTP_GTP_DGT_APC_AGS_GSP_GCP"
"2720","CA"
"2721","CA"
"2722","CA"
"2723","CA"
"2724","ZN"
"2725","ZN"
"2726","nan"
"2727","MG"
"2728","CL"
"2729","EDO_BME_ETA"
"2730","MG"
"2731","CL"
"2732","CA"
"2733","nan"
"2734","CA"
"2735","MG"
"2736","CL"
"2737","CL"
"2738","ZN"
"2739","ZN"
"2740","CD"
"2741","CA"
"2742","nan"
"2743","CL"
"2744","MG"
"2745","CA"
"2746","CA"
"2747","CL"
"2748","CA"
"2749","MG"
"2750","nan"
"2751","MG"
"2752","CL"
"2753","CA"
"2754","CA"
"2755","MG"
"2756","CA"
"2757","ZN"
"2758","ZN"
"2759","CL"
"2760","ZN"
"2761","ZN"
"2762","CL"
"2763","EDO_BME_ETA"
"2764","CL"
"2765","ZN"
"2766","CA"
"2767","CA"
"2768","CL"
"2769","CL"
"2770","MG"
"2771","CA"
"2772","CA"
"2773","CA"
"2774","CL"
"2775","CL"
"2776","CA"
"2777","CA"
"2778","CA"
"2779","CL"
"2780","ZN"
"2781","ZN"
"2782","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"2783","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"2784","MG"
"2785","CA"
"2786","MG"
"2787","CA"
"2788","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"2789","CL"
"2790","MG"
"2791","CL"
"2792","CL"
"2793","CA"
"2794","CL"
"2795","MG"
"2796","CL"
"2797","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"2798","MG"
"2799","MG"
"2800","CL"
"2801","CA"
"2802","CA"
"2803","ZN"
"2804","CA"
"2805","CL"
"2806","CL"
"2807","CA"
"2808","CA"
"2809","CA"
"2810","CA"
"2811","CL"
"2812","CL"
"2813","MG"
"2814","CA"
"2815","nan"
"2816","CA"
"2817","nan"
"2818","CL"
"2819","MG"
"2820","MG"
"2821","CL"
"2822","CA"
"2823","HEM"
"2824","CA"
"2825","SF4_F3S"
"2826","ZN"
"2827","CL"
"2828","ZN"
"2829","CA"
"2830","CL"
"2831","CA"
"2832","MN"
"2833","CA"
"2834","CA"
"2835","CA"
"2836","CA"
"2837","CA"
"2838","CL"
"2839","CA"
"2840","CL"
"2841","CL"
"2842","CL"
"2843","CL"
"2844","CL"
"2845","MG"
"2846","CA"
"2847","ZN"
"2848","MG"
"2849","MG"
"2850","CA"
"2851","MG"
"2852","MG"
"2853","nan"
"2854","CA"
"2855","CL"
"2856","MN"
"2857","CL"
"2858","ZN"
"2859","MG"
"2860","ZN"
"2861","CL"
"2862","MG"
"2863","CL"
"2864","ZN"
"2865","CA"
"2866","MG"
"2867","MG"
"2868","CL"
"2869","CA"
"2870","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"2871","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"2872","ZN"
"2873","CL"
"2874","ZN"
"2875","MG"
"2876","MG"
"2877","MG"
"2878","MG"
"2879","MG"
"2880","ZN"
"2881","nan"
"2882","CA"
"2883","CA"
"2884","CL"
"2885","MG"
"2886","ZN"
"2887","CA"
"2888","CL"
"2889","CL"
"2890","CA"
"2891","CA"
"2892","CL"
"2893","CL"
"2894","ZN"
"2895","CA"
"2896","MG"
"2897","CL"
"2898","MG"
"2899","MG"
"2900","CA"
"2901","CL"
"2902","ZN"
"2903","MG"
"2904","CL"
"2905","CA"
"2906","CL"
"2907","CL"
"2908","ZN"
"2909","MG"
"2910","MG"
"2911","CA"
"2912","CA"
"2913","ZN"
"2914","MG"
"2915","CL"
"2916","ZN"
"2917","ZN"
"2918","CL"
"2919","MG"
"2920","CL"
"2921","CL"
"2922","CA"
"2923","CA"
"2924","CA"
"2925","MG"
"2926","MG"
"2927","ZN"
"2928","ZN"
"2929","MG"
"2930","MG"
"2931","CA"
"2932","MG"
"2933","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"2934","CL"
"2935","MG"
"2936","CL"
"2937","CL"
"2938","CL"
"2939","ZN"
"2940","MG"
"2941","CA"
"2942","MG"
"2943","ZN"
"2944","CL"
"2945","MG"
"2946","ZN"
"2947","MN"
"2948","CL"
"2949","CA"
"2950","CA"
"2951","nan"
"2952","CL"
"2953","CA"
"2954","CA"
"2955","CL"
"2956","CA"
"2957","CL"
"2958","CA"
"2959","CA"
"2960","CL"
"2961","MG"
"2962","CA"
"2963","CL"
"2964","CL"
"2965","MG"
"2966","MG"
"2967","NAG_NDG_A2G_NGA_MAG"
"2968","CL"
"2969","CL"
"2970","CA"
"2971","CA"
"2972","MG"
"2973","nan"
"2974","nan"
"2975","CL"
"2976","CL"
"2977","CL"
"2978","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"2979","CA"
"2980","CL"
"2981","CL"
"2982","CL"
"2983","nan"
"2984","nan"
"2985","ADP_ATP_ANP_GNP_ACP_DTP_GTP_DGT_APC_AGS_GSP_GCP"
"2986","CL"
"2987","ZN"
"2988","NAG_NDG_A2G_NGA_MAG"
"2989","CA"
"2990","CL"
"2991","MG"
"2992","MG"
"2993","CL"
"2994","ZN"
"2995","CA"
"2996","EDO_BME_ETA"
"2997","CA"
"2998","MG"
"2999","CL"
"3000","CL"
"3001","CL"
"3002","nan"
"3003","CL"
"3004","CA"
"3005","CL"
"3006","CA"
"3007","CL"
"3008","CL"
"3009","ZN"
"3010","CA"
"3011","HEM"
"3012","MG"
"3013","CL"
"3014","CL"
"3015","MG"
"3016","CL"
"3017","ZN"
"3018","ZN"
"3019","CL"
"3020","CA"
"3021","ZN"
"3022","CL"
"3023","nan"
"3024","CL"
"3025","nan"
"3026","CA"
"3027","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"3028","CL"
"3029","nan"
"3030","CL"
"3031","CA"
"3032","EDO_BME_ETA"
"3033","CA"
"3034","CL"
"3035","EDO_BME_ETA"
"3036","ZN"
"3037","HEM"
"3038","ZN"
"3039","MN"
"3040","CA"
"3041","CL"
"3042","nan"
"3043","CL"
"3044","MG"
"3045","CA"
"3046","CA"
"3047","MG"
"3048","NAG_NDG_A2G_NGA_MAG"
"3049","CL"
"3050","CL"
"3051","ZN"
"3052","nan"
"3053","CL"
"3054","CL"
"3055","MG"
"3056","CA"
"3057","CL"
"3058","MN"
"3059","nan"
"3060","MG"
"3061","CL"
"3062","MG"
"3063","CL"
"3064","CA"
"3065","CA"
"3066","CL"
"3067","MN"
"3068","CL"
"3069","MG"
"3070","CL"
"3071","CA"
"3072","MG"
"3073","ZN"
"3074","ZN"
"3075","CL"
"3076","CA"
"3077","CA"
"3078","CL"
"3079","CA"
"3080","CA"
"3081","CA"
"3082","CA"
"3083","CA"
"3084","CL"
"3085","CL"
"3086","CL"
"3087","nan"
"3088","CA"
"3089","MG"
"3090","MG"
"3091","MN"
"3092","CL"
"3093","MG"
"3094","ZN"
"3095","ZN"
"3096","nan"
"3097","CL"
"3098","nan"
"3099","CL"
"3100","nan"
"3101","ZN"
"3102","ZN"
"3103","MN"
"3104","CL"
"3105","ZN"
"3106","CA"
"3107","MG"
"3108","MG"
"3109","MN"
"3110","CL"
"3111","nan"
"3112","nan"
"3113","nan"
"3114","MG"
"3115","MG"
"3116","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"3117","MG"
"3118","ZN"
